identifier1	identifier2	judgment	comment	annotator	lemma
22_место_95036	22_место_231478	3.0	comment	georg_lonsh	место
22_место_95036	22_место_152865	3.0	comment	georg_lonsh	место
22_место_95036	22_место_224087	3.0	comment	georg_lonsh	место
22_место_95036	22_место_94395	2.0	comment	erykov1234	место
22_место_95036	22_место_276219	1.0	comment	erykov1234	место
22_место_95036	22_место_82216	2.0	comment	raskolrus	место
22_место_95036	22_место_22490	2.0	comment	erykov1234	место
22_место_95036	22_место_106842	3.0	comment	erykov1234	место
22_место_85824	22_место_36618	4.0	comment	erykov1234	место
22_место_85824	22_место_267533	0.0	comment	erykov1234	место
22_место_85824	22_место_139402	4.0	comment	raskolrus	место
22_место_85824	22_место_88255	3.0	comment	raskolrus	место
22_место_85824	22_место_106842	4.0	comment	erykov1234	место
22_место_85824	22_место_74171	2.0	comment	georg_lonsh	место
22_место_74171	22_место_167861	2.0	comment	georg_lonsh	место
22_место_74171	22_место_36618	2.0	comment	georg_lonsh	место
22_место_74171	22_место_231478	2.0	comment	erykov1234	место
22_место_74171	22_место_43372	2.0	comment	erykov1234	место
22_место_74171	22_место_231478	2.0	comment	georg_lonsh	место
22_место_74171	22_место_152865	2.0	comment	erykov1234	место
22_место_167031	22_место_251398	4.0	comment	raskolrus	место
22_место_167031	22_место_37957	4.0	comment	raskolrus	место
22_место_167031	22_место_276219	3.0	comment	erykov1234	место
22_место_167031	22_место_59267	3.0	comment	georg_lonsh	место
22_место_167031	22_место_43841	4.0	comment	erykov1234	место
22_место_167031	22_место_160423	2.0	comment	raskolrus	место
22_место_167031	22_место_59267	3.0	comment	raskolrus	место
22_место_167031	22_место_267533	4.0	comment	georg_lonsh	место
22_место_167031	22_место_251398	4.0	comment	georg_lonsh	место
22_место_167031	22_место_95036	3.0	comment	georg_lonsh	место
22_место_167031	22_место_152865	3.0	comment	raskolrus	место
22_место_167031	22_место_75057	3.0	comment	erykov1234	место
22_место_82216	22_место_224087	2.0	comment	raskolrus	место
22_место_82216	22_место_267533	3.0	comment	raskolrus	место
22_место_82216	22_место_267533	3.0	comment	erykov1234	место
22_место_82216	22_место_124570	3.0	comment	georg_lonsh	место
22_место_82216	22_место_59267	3.0	comment	georg_lonsh	место
22_место_82216	22_место_276219	3.0	comment	erykov1234	место
22_место_82216	22_место_42556	3.0	comment	raskolrus	место
22_место_82216	22_место_152865	3.0	comment	raskolrus	место
22_место_37957	22_место_59267	3.0	comment	erykov1234	место
22_место_37957	22_место_85824	4.0	comment	raskolrus	место
22_место_37957	22_место_74171	2.0	comment	georg_lonsh	место
22_место_37957	22_место_106842	3.0	comment	raskolrus	место
22_место_37957	22_место_22490	2.0	comment	raskolrus	место
22_место_37957	22_место_88255	4.0	comment	erykov1234	место
22_место_37957	22_место_231478	2.0	comment	erykov1234	место
22_место_37957	22_место_85824	4.0	comment	georg_lonsh	место
22_место_37957	22_место_224087	1.0	comment	erykov1234	место
22_место_113731	22_место_85824	3.0	comment	georg_lonsh	место
22_место_113731	22_место_94395	4.0	comment	raskolrus	место
22_место_113731	22_место_267533	2.0	comment	erykov1234	место
22_место_113731	22_место_43372	2.0	comment	georg_lonsh	место
22_место_113731	22_место_167031	3.0	comment	raskolrus	место
22_место_113731	22_место_167861	2.0	comment	erykov1234	место
22_место_113731	22_место_224087	2.0	comment	erykov1234	место
22_место_113731	22_место_43372	3.0	comment	erykov1234	место
22_место_113731	22_место_58050	1.0	comment	erykov1234	место
22_место_113731	22_место_65346	2.0	comment	georg_lonsh	место
22_место_113731	22_место_75057	3.0	comment	erykov1234	место
22_место_113731	22_место_224087	2.0	comment	raskolrus	место
22_место_113731	22_место_22490	2.0	comment	raskolrus	место
22_место_156296	22_место_167031	2.0	comment	raskolrus	место
22_место_156296	22_место_85824	2.0	comment	erykov1234	место
22_место_156296	22_место_160423	2.0	comment	georg_lonsh	место
22_место_124570	22_место_113731	2.0	comment	georg_lonsh	место
22_место_124570	22_место_36618	3.0	comment	georg_lonsh	место
22_место_124570	22_место_85824	2.0	comment	raskolrus	место
22_место_124570	22_место_94395	2.0	comment	raskolrus	место
22_место_124570	22_место_37957	3.0	comment	georg_lonsh	место
22_место_124570	22_место_167861	1.0	comment	erykov1234	место
22_место_124570	22_место_82797	3.0	comment	georg_lonsh	место
22_место_124570	22_место_139402	2.0	comment	erykov1234	место
22_место_124570	22_место_94395	3.0	comment	georg_lonsh	место
22_место_82797	22_место_267533	2.0	comment	erykov1234	место
22_место_82797	22_место_211671	2.0	comment	georg_lonsh	место
22_место_82797	22_место_113731	4.0	comment	raskolrus	место
22_место_82797	22_место_65346	2.0	comment	erykov1234	место
22_место_82797	22_место_167861	2.0	comment	georg_lonsh	место
22_место_82797	22_место_82216	2.0	comment	georg_lonsh	место
22_место_82797	22_место_276219	2.0	comment	raskolrus	место
22_место_82797	22_место_251398	2.0	comment	raskolrus	место
22_место_82797	22_место_37957	3.0	comment	georg_lonsh	место
22_место_82797	22_место_95036	3.0	comment	raskolrus	место
22_место_82797	22_место_167031	2.0	comment	erykov1234	место
22_место_43372	22_место_231478	2.0	comment	erykov1234	место
22_место_43372	22_место_85824	3.0	comment	georg_lonsh	место
22_место_43372	22_место_152865	4.0	comment	georg_lonsh	место
22_место_43372	22_место_75057	2.0	comment	raskolrus	место
22_место_43372	22_место_160423	2.0	comment	erykov1234	место
22_место_43372	22_место_43841	3.0	comment	georg_lonsh	место
22_место_43372	22_место_224087	2.0	comment	raskolrus	место
22_место_43372	22_место_167861	4.0	comment	erykov1234	место
22_место_43372	22_место_82797	3.0	comment	georg_lonsh	место
22_место_88255	22_место_276219	3.0	comment	erykov1234	место
22_место_88255	22_место_65346	3.0	comment	georg_lonsh	место
22_место_88255	22_место_82216	3.0	comment	georg_lonsh	место
22_место_88255	22_место_211671	0.0	comment	erykov1234	место
22_место_88255	22_место_211671	3.0	comment	georg_lonsh	место
22_место_88255	22_место_160423	3.0	comment	georg_lonsh	место
22_место_88255	22_место_167031	3.0	comment	raskolrus	место
22_место_88255	22_место_267533	4.0	comment	erykov1234	место
22_место_88255	22_место_58050	2.0	comment	raskolrus	место
22_место_88255	22_место_22490	2.0	comment	erykov1234	место
22_место_88255	22_место_113731	3.0	comment	georg_lonsh	место
22_мир_86185	22_мир_162688	1.0	comment	raskolrus	мир
22_мир_86185	22_мир_148730	0.0	comment	erykov1234	мир
22_мир_86185	22_мир_40575	3.0	comment	raskolrus	мир
22_мир_86185	22_мир_125827	2.0	comment	georg_lonsh	мир
22_мир_86185	22_мир_111526	3.0	comment	erykov1234	мир
22_мир_86185	22_мир_56462	3.0	comment	georg_lonsh	мир
22_мир_86185	22_мир_111271	4.0	comment	raskolrus	мир
22_мир_86185	22_мир_21120	1.0	comment	erykov1234	мир
22_мир_86185	22_мир_49549	2.0	comment	erykov1234	мир
22_мир_40575	22_мир_148730	3.0	comment	georg_lonsh	мир
22_мир_40575	22_мир_47483	4.0	comment	erykov1234	мир
22_мир_40575	22_мир_111271	3.0	comment	erykov1234	мир
22_мир_40575	22_мир_21120	3.0	comment	raskolrus	мир
22_мир_40575	22_мир_144730	3.0	comment	raskolrus	мир
22_мир_40575	22_мир_152963	3.0	comment	raskolrus	мир
22_мир_8564	22_мир_49549	3.0	comment	raskolrus	мир
22_мир_8564	22_мир_111526	3.0	comment	georg_lonsh	мир
22_мир_8564	22_мир_111271	3.0	comment	raskolrus	мир
22_мир_8564	22_мир_123514	3.0	comment	georg_lonsh	мир
22_мир_8564	22_мир_67429	2.0	comment	raskolrus	мир
22_мир_8564	22_мир_133710	3.0	comment	raskolrus	мир
22_мир_8564	22_мир_111526	3.0	comment	raskolrus	мир
22_мир_8564	22_мир_49549	0.0	comment	georg_lonsh	мир
22_мир_47483	22_мир_135580	3.0	comment	georg_lonsh	мир
22_мир_47483	22_мир_183623	1.0	comment	erykov1234	мир
22_мир_47483	22_мир_86185	3.0	comment	raskolrus	мир
22_мир_47483	22_мир_8564	2.0	comment	erykov1234	мир
22_мир_47483	22_мир_100830	3.0	comment	erykov1234	мир
22_мир_47483	22_мир_123514	2.0	comment	raskolrus	мир
22_мир_47483	22_мир_161314	4.0	comment	raskolrus	мир
22_мир_47483	22_мир_37967	4.0	comment	erykov1234	мир
22_мир_47483	22_мир_69865	3.0	comment	raskolrus	мир
22_мир_47483	22_мир_46557	4.0	comment	erykov1234	мир
22_мир_47483	22_мир_158012	2.0	comment	erykov1234	мир
22_мир_47483	22_мир_144730	0.0	comment	erykov1234	мир
22_мир_158012	22_мир_49549	4.0	comment	erykov1234	мир
22_мир_158012	22_мир_60220	1.0	comment	erykov1234	мир
22_мир_158012	22_мир_135580	3.0	comment	georg_lonsh	мир
22_мир_158012	22_мир_162854	2.0	comment	raskolrus	мир
22_мир_158012	22_мир_47483	4.0	comment	georg_lonsh	мир
22_мир_158012	22_мир_21120	4.0	comment	raskolrus	мир
22_мир_158012	22_мир_8106	3.0	comment	erykov1234	мир
22_мир_158012	22_мир_60220	2.0	comment	georg_lonsh	мир
22_мир_158012	22_мир_148730	3.0	comment	raskolrus	мир
22_мир_158012	22_мир_152963	3.0	comment	georg_lonsh	мир
22_мир_144730	22_мир_59576	3.0	comment	raskolrus	мир
22_мир_144730	22_мир_115643	4.0	comment	erykov1234	мир
22_мир_144730	22_мир_67429	0.0	comment	georg_lonsh	мир
22_мир_144730	22_мир_158012	3.0	comment	georg_lonsh	мир
22_мир_144730	22_мир_152963	4.0	comment	raskolrus	мир
22_мир_144730	22_мир_152963	2.0	comment	erykov1234	мир
22_мир_141524	22_мир_158012	2.0	comment	raskolrus	мир
22_мир_141524	22_мир_47483	4.0	comment	georg_lonsh	мир
22_мир_141524	22_мир_37967	2.0	comment	erykov1234	мир
22_мир_141524	22_мир_123514	2.0	comment	erykov1234	мир
22_мир_141524	22_мир_17792	3.0	comment	georg_lonsh	мир
22_мир_141524	22_мир_42909	0.0	comment	erykov1234	мир
22_мир_141524	22_мир_115643	3.0	comment	erykov1234	мир
22_мир_141524	22_мир_47483	4.0	comment	raskolrus	мир
22_мир_141524	22_мир_8564	2.0	comment	erykov1234	мир
22_мир_141524	22_мир_49549	2.0	comment	erykov1234	мир
22_мир_141524	22_мир_111271	0.0	comment	georg_lonsh	мир
22_мир_133710	22_мир_183623	2.0	comment	georg_lonsh	мир
22_мир_133710	22_мир_123514	3.0	comment	georg_lonsh	мир
22_мир_133710	22_мир_69865	3.0	comment	raskolrus	мир
22_мир_133710	22_мир_40575	1.0	comment	erykov1234	мир
22_мир_135580	22_мир_148730	3.0	comment	raskolrus	мир
22_мир_135580	22_мир_101929	3.0	comment	georg_lonsh	мир
22_мир_135580	22_мир_37967	2.0	comment	raskolrus	мир
22_мир_135580	22_мир_40575	3.0	comment	georg_lonsh	мир
22_мир_135580	22_мир_169719	3.0	comment	raskolrus	мир
22_мир_135580	22_мир_183623	2.0	comment	georg_lonsh	мир
22_мир_49549	22_мир_135580	1.0	comment	erykov1234	мир
22_мир_49549	22_мир_60220	1.0	comment	erykov1234	мир
22_мир_49549	22_мир_111271	1.0	comment	erykov1234	мир
22_мир_49549	22_мир_59576	3.0	comment	georg_lonsh	мир
22_мир_49549	22_мир_162854	2.0	comment	erykov1234	мир
22_мир_67429	22_мир_111271	2.0	comment	raskolrus	мир
22_мир_67429	22_мир_133710	2.0	comment	raskolrus	мир
22_мир_67429	22_мир_100830	2.0	comment	raskolrus	мир
22_мир_67429	22_мир_133710	3.0	comment	georg_lonsh	мир
22_мир_67429	22_мир_60220	4.0	comment	raskolrus	мир
22_мир_67429	22_мир_60220	2.0	comment	georg_lonsh	мир
22_мир_67429	22_мир_100830	3.0	comment	georg_lonsh	мир
22_мир_67429	22_мир_17792	4.0	comment	erykov1234	мир
22_мир_67429	22_мир_162688	1.0	comment	erykov1234	мир
22_мир_67429	22_мир_37967	0.0	comment	georg_lonsh	мир
22_мир_169719	22_мир_183623	1.0	comment	raskolrus	мир
22_мир_169719	22_мир_40575	3.0	comment	georg_lonsh	мир
22_мир_169719	22_мир_8564	3.0	comment	raskolrus	мир
22_мир_169719	22_мир_125827	1.0	comment	raskolrus	мир
22_мир_169719	22_мир_49549	2.0	comment	erykov1234	мир
22_мир_169719	22_мир_161314	2.0	comment	erykov1234	мир
22_мир_169719	22_мир_8564	1.0	comment	erykov1234	мир
22_мир_169719	22_мир_125827	2.0	comment	georg_lonsh	мир
22_мир_169719	22_мир_152963	4.0	comment	georg_lonsh	мир
22_мир_42909	22_мир_141524	0.0	comment	raskolrus	мир
22_мир_42909	22_мир_69865	0.0	comment	erykov1234	мир
22_мир_42909	22_мир_161314	0.0	comment	erykov1234	мир
22_мир_42909	22_мир_21120	0.0	comment	erykov1234	мир
22_мир_42909	22_мир_49549	0.0	comment	georg_lonsh	мир
22_мир_42909	22_мир_40575	0.0	comment	raskolrus	мир
22_мир_42909	22_мир_158012	0.0	comment	raskolrus	мир
22_мир_42909	22_мир_56462	0.0	comment	raskolrus	мир
22_мир_42909	22_мир_111526	0.0	comment	georg_lonsh	мир
22_мир_42909	22_мир_86185	0.0	comment	georg_lonsh	мир
22_мир_42909	22_мир_125827	0.0	comment	erykov1234	мир
22_мир_42909	22_мир_86185	0.0	comment	erykov1234	мир
22_мир_8106	22_мир_101929	2.0	comment	erykov1234	мир
22_мир_8106	22_мир_101929	4.0	comment	raskolrus	мир
22_мир_8106	22_мир_56462	3.0	comment	erykov1234	мир
22_мир_8106	22_мир_144730	3.0	comment	georg_lonsh	мир
22_мир_8106	22_мир_162854	4.0	comment	erykov1234	мир
22_мир_8106	22_мир_60220	2.0	comment	georg_lonsh	мир
22_мир_8106	22_мир_141524	3.0	comment	georg_lonsh	мир
22_мир_8106	22_мир_49549	4.0	comment	raskolrus	мир
22_мир_8106	22_мир_148730	4.0	comment	erykov1234	мир
22_мир_8106	22_мир_100830	3.0	comment	georg_lonsh	мир
22_мир_8106	22_мир_8564	3.0	comment	georg_lonsh	мир
22_мир_8106	22_мир_111526	4.0	comment	georg_lonsh	мир
22_мир_8106	22_мир_161314	4.0	comment	georg_lonsh	мир
22_мир_8106	22_мир_162688	1.0	comment	erykov1234	мир
22_мир_115643	22_мир_148730	3.0	comment	erykov1234	мир
22_мир_115643	22_мир_123514	4.0	comment	erykov1234	мир
22_мир_115643	22_мир_59576	4.0	comment	raskolrus	мир
22_мир_115643	22_мир_162854	0.0	comment	georg_lonsh	мир
22_мир_115643	22_мир_42909	0.0	comment	erykov1234	мир
22_мир_115643	22_мир_152963	2.0	comment	erykov1234	мир
22_мир_115643	22_мир_162688	2.0	comment	georg_lonsh	мир
22_мир_115643	22_мир_158012	0.0	comment	georg_lonsh	мир
22_мир_17792	22_мир_135580	1.0	comment	erykov1234	мир
22_мир_17792	22_мир_59576	1.0	comment	erykov1234	мир
22_мир_17792	22_мир_46557	3.0	comment	raskolrus	мир
22_мир_17792	22_мир_144730	2.0	comment	raskolrus	мир
22_мир_17792	22_мир_141524	1.0	comment	erykov1234	мир
22_мир_17792	22_мир_67429	4.0	comment	georg_lonsh	мир
22_мир_17792	22_мир_133710	3.0	comment	georg_lonsh	мир
22_мир_17792	22_мир_8564	3.0	comment	raskolrus	мир
22_мир_17792	22_мир_100830	2.0	comment	raskolrus	мир
22_мир_125827	22_мир_162688	4.0	comment	georg_lonsh	мир
22_мир_125827	22_мир_133710	2.0	comment	georg_lonsh	мир
22_мир_125827	22_мир_37967	1.0	comment	erykov1234	мир
22_мир_125827	22_мир_100830	1.0	comment	erykov1234	мир
22_мир_125827	22_мир_144730	2.0	comment	georg_lonsh	мир
22_мир_125827	22_мир_169719	1.0	comment	erykov1234	мир
22_мир_125827	22_мир_21120	0.0	comment	georg_lonsh	мир
22_мир_125827	22_мир_67429	1.0	comment	erykov1234	мир
22_мир_125827	22_мир_46557	1.0	comment	erykov1234	мир
22_мир_125827	22_мир_56462	2.0	comment	georg_lonsh	мир
22_мир_56462	22_мир_152963	4.0	comment	raskolrus	мир
22_мир_56462	22_мир_158012	2.0	comment	raskolrus	мир
22_мир_56462	22_мир_111526	4.0	comment	georg_lonsh	мир
22_мир_56462	22_мир_115643	4.0	comment	georg_lonsh	мир
22_мир_56462	22_мир_37967	3.0	comment	georg_lonsh	мир
22_мир_101929	22_мир_148730	4.0	comment	raskolrus	мир
22_мир_101929	22_мир_162854	2.0	comment	erykov1234	мир
22_мир_101929	22_мир_59576	2.0	comment	raskolrus	мир
22_мир_101929	22_мир_86185	2.0	comment	erykov1234	мир
22_мир_101929	22_мир_47483	2.0	comment	raskolrus	мир
22_мир_101929	22_мир_21120	2.0	comment	georg_lonsh	мир
22_мир_101929	22_мир_42909	0.0	comment	erykov1234	мир
22_мир_101929	22_мир_59576	0.0	comment	georg_lonsh	мир
22_мир_101929	22_мир_40575	3.0	comment	georg_lonsh	мир
22_мир_101929	22_мир_47483	3.0	comment	georg_lonsh	мир
22_мир_162688	22_мир_162854	1.0	comment	raskolrus	мир
22_мир_162688	22_мир_111526	2.0	comment	georg_lonsh	мир
22_мир_162688	22_мир_17792	1.0	comment	raskolrus	мир
22_мир_162688	22_мир_133710	1.0	comment	erykov1234	мир
22_мир_162688	22_мир_86185	1.0	comment	erykov1234	мир
22_мир_162688	22_мир_56462	2.0	comment	georg_lonsh	мир
22_мир_162688	22_мир_8106	2.0	comment	georg_lonsh	мир
22_мир_162688	22_мир_60220	4.0	comment	raskolrus	мир
22_мир_162688	22_мир_47483	0.0	comment	georg_lonsh	мир
22_мир_162688	22_мир_148730	2.0	comment	georg_lonsh	мир
22_мир_162688	22_мир_21120	1.0	comment	erykov1234	мир
22_мир_69865	22_мир_158012	4.0	comment	raskolrus	мир
22_мир_69865	22_мир_169719	1.0	comment	erykov1234	мир
22_мир_69865	22_мир_148730	4.0	comment	raskolrus	мир
22_мир_69865	22_мир_183623	2.0	comment	georg_lonsh	мир
22_мир_69865	22_мир_111271	3.0	comment	georg_lonsh	мир
22_мир_69865	22_мир_144730	3.0	comment	georg_lonsh	мир
22_мир_69865	22_мир_56462	2.0	comment	erykov1234	мир
22_мир_69865	22_мир_67429	3.0	comment	georg_lonsh	мир
22_мир_69865	22_мир_37967	0.0	comment	georg_lonsh	мир
22_мир_69865	22_мир_40575	2.0	comment	erykov1234	мир
22_мир_69865	22_мир_101929	4.0	comment	raskolrus	мир
22_мир_69865	22_мир_169719	3.0	comment	raskolrus	мир
22_мир_69865	22_мир_162854	1.0	comment	erykov1234	мир
22_мир_69865	22_мир_111526	3.0	comment	georg_lonsh	мир
22_мир_69865	22_мир_49549	4.0	comment	raskolrus	мир
22_мир_69865	22_мир_59576	2.0	comment	erykov1234	мир
22_мир_69865	22_мир_141524	2.0	comment	raskolrus	мир
22_мир_69865	22_мир_115643	3.0	comment	erykov1234	мир
22_мир_161314	22_мир_40575	4.0	comment	georg_lonsh	мир
22_мир_161314	22_мир_158012	3.0	comment	georg_lonsh	мир
22_мир_161314	22_мир_86185	3.0	comment	erykov1234	мир
22_мир_161314	22_мир_8106	2.0	comment	erykov1234	мир
22_мир_161314	22_мир_101929	2.0	comment	erykov1234	мир
22_мир_161314	22_мир_49549	2.0	comment	erykov1234	мир
22_мир_161314	22_мир_141524	4.0	comment	georg_lonsh	мир
22_мир_161314	22_мир_162688	1.0	comment	raskolrus	мир
22_мир_161314	22_мир_59576	4.0	comment	georg_lonsh	мир
22_мир_161314	22_мир_56462	4.0	comment	georg_lonsh	мир
22_мир_161314	22_мир_141524	4.0	comment	raskolrus	мир
22_мир_46557	22_мир_158012	4.0	comment	erykov1234	мир
22_мир_46557	22_мир_183623	1.0	comment	erykov1234	мир
22_мир_46557	22_мир_40575	4.0	comment	erykov1234	мир
22_мир_46557	22_мир_8106	2.0	comment	raskolrus	мир
22_мир_46557	22_мир_69865	2.0	comment	erykov1234	мир
22_мир_46557	22_мир_169719	3.0	comment	georg_lonsh	мир
22_мир_46557	22_мир_115643	3.0	comment	georg_lonsh	мир
22_мир_46557	22_мир_141524	2.0	comment	erykov1234	мир
22_мир_46557	22_мир_100830	2.0	comment	erykov1234	мир
22_мир_46557	22_мир_111526	3.0	comment	georg_lonsh	мир
22_мир_46557	22_мир_56462	3.0	comment	raskolrus	мир
22_мир_46557	22_мир_37967	4.0	comment	raskolrus	мир
22_мир_111271	22_мир_158012	2.0	comment	raskolrus	мир
22_мир_111271	22_мир_169719	3.0	comment	georg_lonsh	мир
22_мир_111271	22_мир_148730	3.0	comment	georg_lonsh	мир
22_мир_111271	22_мир_49549	3.0	comment	georg_lonsh	мир
22_мир_111271	22_мир_47483	4.0	comment	georg_lonsh	мир
22_мир_111271	22_мир_56462	4.0	comment	erykov1234	мир
22_мир_111271	22_мир_125827	1.0	comment	erykov1234	мир
22_мир_111271	22_мир_133710	4.0	comment	georg_lonsh	мир
22_мир_111271	22_мир_161314	4.0	comment	raskolrus	мир
22_мир_111271	22_мир_21120	3.0	comment	raskolrus	мир
22_мир_111271	22_мир_148730	1.0	comment	erykov1234	мир
22_мир_123514	22_мир_111271	3.0	comment	georg_lonsh	мир
22_мир_123514	22_мир_86185	0.0	comment	georg_lonsh	мир
22_мир_123514	22_мир_69865	2.0	comment	erykov1234	мир
22_мир_123514	22_мир_183623	0.0	comment	georg_lonsh	мир
22_мир_123514	22_мир_148730	4.0	comment	raskolrus	мир
22_мир_123514	22_мир_60220	1.0	comment	erykov1234	мир
22_мир_123514	22_мир_17792	3.0	comment	raskolrus	мир
22_мир_123514	22_мир_162688	1.0	comment	erykov1234	мир
22_мир_123514	22_мир_161314	3.0	comment	raskolrus	мир
22_мир_60220	22_мир_42909	0.0	comment	erykov1234	мир
22_мир_60220	22_мир_21120	2.0	comment	georg_lonsh	мир
22_мир_60220	22_мир_46557	1.0	comment	erykov1234	мир
22_мир_60220	22_мир_69865	2.0	comment	erykov1234	мир
22_мир_60220	22_мир_111526	2.0	comment	georg_lonsh	мир
22_мир_60220	22_мир_49549	2.0	comment	georg_lonsh	мир
22_мир_60220	22_мир_158012	4.0	comment	raskolrus	мир
22_мир_60220	22_мир_8564	1.0	comment	erykov1234	мир
22_мир_60220	22_мир_125827	3.0	comment	erykov1234	мир
22_мир_60220	22_мир_123514	1.0	comment	raskolrus	мир
22_мир_148730	22_мир_8564	3.0	comment	raskolrus	мир
22_мир_148730	22_мир_49549	2.0	comment	erykov1234	мир
22_мир_148730	22_мир_135580	3.0	comment	georg_lonsh	мир
22_мир_148730	22_мир_111526	3.0	comment	georg_lonsh	мир
22_мир_148730	22_мир_141524	2.0	comment	erykov1234	мир
22_мир_148730	22_мир_37967	2.0	comment	erykov1234	мир
22_мир_148730	22_мир_133710	3.0	comment	raskolrus	мир
22_мир_148730	22_мир_47483	2.0	comment	raskolrus	мир
22_мир_148730	22_мир_162688	1.0	comment	raskolrus	мир
22_мир_148730	22_мир_56462	2.0	comment	raskolrus	мир
22_мир_148730	22_мир_169719	3.0	comment	georg_lonsh	мир
22_мир_152963	22_мир_183623	2.0	comment	georg_lonsh	мир
22_мир_152963	22_мир_133710	4.0	comment	georg_lonsh	мир
22_мир_152963	22_мир_49549	3.0	comment	georg_lonsh	мир
22_мир_152963	22_мир_141524	1.0	comment	erykov1234	мир
22_мир_152963	22_мир_37967	2.0	comment	erykov1234	мир
22_мир_152963	22_мир_8106	1.0	comment	erykov1234	мир
22_мир_152963	22_мир_100830	0.0	comment	georg_lonsh	мир
22_мир_152963	22_мир_125827	2.0	comment	raskolrus	мир
22_мир_152963	22_мир_8106	3.0	comment	georg_lonsh	мир
22_мир_152963	22_мир_183623	1.0	comment	erykov1234	мир
22_мир_152963	22_мир_49549	3.0	comment	raskolrus	мир
22_мир_152963	22_мир_162688	0.0	comment	raskolrus	мир
22_мир_152963	22_мир_125827	1.0	comment	erykov1234	мир
22_мир_162854	22_мир_141524	1.0	comment	erykov1234	мир
22_мир_162854	22_мир_40575	2.0	comment	raskolrus	мир
22_мир_162854	22_мир_123514	3.0	comment	georg_lonsh	мир
22_мир_162854	22_мир_125827	2.0	comment	georg_lonsh	мир
22_мир_162854	22_мир_169719	1.0	comment	raskolrus	мир
22_мир_162854	22_мир_152963	3.0	comment	erykov1234	мир
22_мир_162854	22_мир_40575	0.0	comment	georg_lonsh	мир
22_мир_21120	22_мир_47483	2.0	comment	raskolrus	мир
22_мир_21120	22_мир_133710	2.0	comment	raskolrus	мир
22_мир_21120	22_мир_123514	3.0	comment	georg_lonsh	мир
22_мир_21120	22_мир_60220	1.0	comment	erykov1234	мир
22_мир_21120	22_мир_135580	2.0	comment	erykov1234	мир
22_мир_183623	22_мир_47483	1.0	comment	raskolrus	мир
22_мир_183623	22_мир_67429	1.0	comment	raskolrus	мир
22_мир_111526	22_мир_100830	4.0	comment	georg_lonsh	мир
22_мир_111526	22_мир_144730	4.0	comment	georg_lonsh	мир
22_мир_111526	22_мир_40575	4.0	comment	raskolrus	мир
22_мир_111526	22_мир_59576	3.0	comment	erykov1234	мир
22_мир_111526	22_мир_111271	4.0	comment	raskolrus	мир
22_мир_111526	22_мир_60220	1.0	comment	raskolrus	мир
22_мир_111526	22_мир_47483	4.0	comment	raskolrus	мир
22_мир_111526	22_мир_135580	0.0	comment	raskolrus	мир
22_мир_111526	22_мир_56462	0.0	comment	raskolrus	мир
22_мир_100830	22_мир_47483	2.0	comment	raskolrus	мир
22_мир_100830	22_мир_125827	2.0	comment	georg_lonsh	мир
22_мир_100830	22_мир_111526	3.0	comment	raskolrus	мир
22_мир_100830	22_мир_59576	3.0	comment	georg_lonsh	мир
22_мир_100830	22_мир_59576	3.0	comment	erykov1234	мир
22_мир_100830	22_мир_69865	3.0	comment	georg_lonsh	мир
22_мир_100830	22_мир_135580	3.0	comment	raskolrus	мир
22_мир_100830	22_мир_37967	2.0	comment	erykov1234	мир
22_мир_100830	22_мир_69865	3.0	comment	raskolrus	мир
22_мир_100830	22_мир_101929	4.0	comment	raskolrus	мир
22_мир_100830	22_мир_115643	3.0	comment	erykov1234	мир
22_мир_59576	22_мир_86185	3.0	comment	erykov1234	мир
22_мир_59576	22_мир_169719	2.0	comment	raskolrus	мир
22_мир_59576	22_мир_125827	1.0	comment	raskolrus	мир
22_мир_59576	22_мир_40575	4.0	comment	georg_lonsh	мир
22_мир_59576	22_мир_60220	2.0	comment	georg_lonsh	мир
22_мир_59576	22_мир_162854	1.0	comment	erykov1234	мир
22_мир_59576	22_мир_133710	3.0	comment	georg_lonsh	мир
22_мир_59576	22_мир_37967	3.0	comment	raskolrus	мир
22_мир_59576	22_мир_161314	4.0	comment	raskolrus	мир
22_мир_37967	22_мир_111526	2.0	comment	erykov1234	мир
22_мир_37967	22_мир_21120	1.0	comment	erykov1234	мир
22_мир_37967	22_мир_101929	2.0	comment	raskolrus	мир
22_мир_37967	22_мир_60220	3.0	comment	raskolrus	мир
22_мир_37967	22_мир_183623	1.0	comment	erykov1234	мир
22_мир_37967	22_мир_8564	3.0	comment	georg_lonsh	мир
22_мир_37967	22_мир_67429	2.0	comment	raskolrus	мир
22_мир_37967	22_мир_69865	2.0	comment	erykov1234	мир
22_мир_37967	22_мир_162854	2.0	comment	erykov1234	мир
22_мир_37967	22_мир_100830	0.0	comment	georg_lonsh	мир
22_мир_37967	22_мир_123514	2.0	comment	raskolrus	мир
22_мир_60220	22_мир_141524	1.0	comment	erykov1234	мир
22_мир_60220	22_мир_183623	4.0	comment	erykov1234	мир
22_мир_67429	22_мир_162854	4.0	comment	erykov1234	мир
22_мир_67429	22_мир_21120	1.0	comment	erykov1234	мир
22_мир_141524	22_мир_21120	1.0	comment	erykov1234	мир
22_мир_141524	22_мир_183623	1.0	comment	erykov1234	мир
22_мир_162854	22_мир_21120	1.0	comment	erykov1234	мир
22_мир_162854	22_мир_183623	1.0	comment	erykov1234	мир
